group	fill	key
1	#FF997B	1-1 1999.74794520548
2	#FF9476	1-10 1999.74794520548
3	#FF8C6D	1-11 1999.74794520548
4	#FF8868	1-12 1999.74794520548
5	#FF8160	1-13 1999.74794520548
6	#FF8362	1-14 1999.74794520548
7	#FF7C5B	1-15 1999.74794520548
8	#FF7C5B	1-16 1999.74794520548
9	#FF8362	1-17 1999.74794520548
10	#FF8F70	1-18 1999.74794520548
11	#FF9273	1-19 1999.74794520548
12	#FF997B	1-2 1999.74794520548
13	#FF8565	1-20 1999.74794520548
14	#FF7755	1-21 1999.74794520548
15	#FF7452	1-22 1999.74794520548
16	#FF8160	1-23 1999.74794520548
17	#FF9476	1-24 1999.74794520548
18	#FF9678	1-3 1999.74794520548
19	#FF9273	1-4 1999.74794520548
20	#FF9273	1-5 1999.74794520548
21	#FF9273	1-6 1999.74794520548
22	#FF9273	1-7 1999.74794520548
23	#FF997B	1-8 1999.74794520548
24	#FF9B7E	1-9 1999.74794520548
25	#FFAA90	10-1 1999.74794520548
26	#FF9D81	10-10 1999.74794520548
27	#FF9B7E	10-11 1999.74794520548
28	#FF9476	10-12 1999.74794520548
29	#FF9273	10-13 1999.74794520548
30	#FF8565	10-14 1999.74794520548
31	#FF8868	10-15 1999.74794520548
32	#FF9D81	10-16 1999.74794520548
33	#FF8C6D	10-17 1999.74794520548
34	#FF8A6B	10-18 1999.74794520548
35	#FF7958	10-19 1999.74794520548
36	#FFAA90	10-2 1999.74794520548
37	#FF8160	10-20 1999.74794520548
38	#FF8362	10-21 1999.74794520548
39	#FF9B7E	10-22 1999.74794520548
40	#FFA084	10-23 1999.74794520548
41	#FFA88D	10-24 1999.74794520548
42	#FFAC93	10-3 1999.74794520548
43	#FFAA90	10-4 1999.74794520548
44	#FFA88D	10-5 1999.74794520548
45	#FFA88D	10-6 1999.74794520548
46	#FFA88D	10-7 1999.74794520548
47	#FFAA90	10-8 1999.74794520548
48	#FFA287	10-9 1999.74794520548
49	#FFAA90	11-1 1999.74794520548
50	#FF9D81	11-10 1999.74794520548
51	#FF9678	11-11 1999.74794520548
52	#FF9476	11-12 1999.74794520548
53	#FF9273	11-13 1999.74794520548
54	#FF8C6D	11-14 1999.74794520548
55	#FF9B7E	11-15 1999.74794520548
56	#FF9D81	11-16 1999.74794520548
57	#FF8F70	11-17 1999.74794520548
58	#FF8A6B	11-18 1999.74794520548
59	#FF7452	11-19 1999.74794520548
60	#FFAC93	11-2 1999.74794520548
61	#FF8160	11-20 1999.74794520548
62	#FF8362	11-21 1999.74794520548
63	#FFA084	11-22 1999.74794520548
64	#FFA88D	11-23 1999.74794520548
65	#FFAA90	11-24 1999.74794520548
66	#FFAC93	11-3 1999.74794520548
67	#FFAC93	11-4 1999.74794520548
68	#FFAA90	11-5 1999.74794520548
69	#FFA88D	11-6 1999.74794520548
70	#FFAA90	11-7 1999.74794520548
71	#FFAA90	11-8 1999.74794520548
72	#FFA88D	11-9 1999.74794520548
73	#FFAE95	12-1 1999.74794520548
74	#FF9D81	12-10 1999.74794520548
75	#FF9678	12-11 1999.74794520548
76	#FF9678	12-12 1999.74794520548
77	#FF9476	12-13 1999.74794520548
78	#FF9B7E	12-14 1999.74794520548
79	#FF9D81	12-15 1999.74794520548
80	#FF8565	12-16 1999.74794520548
81	#FF7755	12-17 1999.74794520548
82	#FF7E5D	12-18 1999.74794520548
83	#FF7250	12-19 1999.74794520548
84	#FFAE95	12-2 1999.74794520548
85	#FF7E5D	12-20 1999.74794520548
86	#FF8362	12-21 1999.74794520548
87	#FF9D81	12-22 1999.74794520548
88	#FFAA90	12-23 1999.74794520548
89	#FFB39B	12-24 1999.74794520548
90	#FFAE95	12-3 1999.74794520548
91	#FFAC93	12-4 1999.74794520548
92	#FFAC93	12-5 1999.74794520548
93	#FFAA90	12-6 1999.74794520548
94	#FFAC93	12-7 1999.74794520548
95	#FFAC93	12-8 1999.74794520548
96	#FFAA90	12-9 1999.74794520548
97	#FFB198	13-1 1999.74794520548
98	#FF9D81	13-10 1999.74794520548
99	#FF9678	13-11 1999.74794520548
100	#FF9B7E	13-12 1999.74794520548
101	#FF997B	13-13 1999.74794520548
102	#FF8F70	13-14 1999.74794520548
103	#FF8C6D	13-15 1999.74794520548
104	#FF8160	13-16 1999.74794520548
105	#FF7755	13-17 1999.74794520548
106	#FF7755	13-18 1999.74794520548
107	#FF7755	13-19 1999.74794520548
108	#FFB198	13-2 1999.74794520548
109	#FF7E5D	13-20 1999.74794520548
110	#FF8868	13-21 1999.74794520548
111	#FFA084	13-22 1999.74794520548
112	#FFAC93	13-23 1999.74794520548
113	#FFBBA5	13-24 1999.74794520548
114	#FFAE95	13-3 1999.74794520548
115	#FFB198	13-4 1999.74794520548
116	#FFAC93	13-5 1999.74794520548
117	#FFAC93	13-6 1999.74794520548
118	#FFAC93	13-7 1999.74794520548
119	#FFAC93	13-8 1999.74794520548
120	#FFAA90	13-9 1999.74794520548
121	#FFB39B	14-1 1999.74794520548
122	#FF9B7E	14-10 1999.74794520548
123	#FF997B	14-11 1999.74794520548
124	#FF9B7E	14-12 1999.74794520548
125	#FF9D81	14-13 1999.74794520548
126	#FF8565	14-14 1999.74794520548
127	#FF7958	14-15 1999.74794520548
128	#FF7958	14-16 1999.74794520548
129	#FF7755	14-17 1999.74794520548
130	#FF7958	14-18 1999.74794520548
131	#FF7958	14-19 1999.74794520548
132	#FFB198	14-2 1999.74794520548
133	#FF8362	14-20 1999.74794520548
134	#FF8C6D	14-21 1999.74794520548
135	#FF8868	14-22 1999.74794520548
136	#FFAC93	14-23 1999.74794520548
137	#FFBBA5	14-24 1999.74794520548
138	#FFAE95	14-3 1999.74794520548
139	#FFAE95	14-4 1999.74794520548
140	#FFAC93	14-5 1999.74794520548
141	#FFAC93	14-6 1999.74794520548
142	#FFA58A	14-7 1999.74794520548
143	#FF9678	14-8 1999.74794520548
144	#FFA58A	14-9 1999.74794520548
145	#FFB69E	15-1 1999.74794520548
146	#FFA88D	15-10 1999.74794520548
147	#FF9678	15-11 1999.74794520548
148	#FF9273	15-12 1999.74794520548
149	#FF8A6B	15-13 1999.74794520548
150	#FF8565	15-14 1999.74794520548
151	#FF7C5B	15-15 1999.74794520548
152	#FF7452	15-16 1999.74794520548
153	#FF7452	15-17 1999.74794520548
154	#FF8362	15-18 1999.74794520548
155	#FF7958	15-19 1999.74794520548
156	#FFB39B	15-2 1999.74794520548
157	#FF7E5D	15-20 1999.74794520548
158	#FF7E5D	15-21 1999.74794520548
159	#FF8362	15-22 1999.74794520548
160	#FFA287	15-23 1999.74794520548
161	#FFB8A1	15-24 1999.74794520548
162	#FFB198	15-3 1999.74794520548
163	#FFAE95	15-4 1999.74794520548
164	#FFA88D	15-5 1999.74794520548
165	#FFA58A	15-6 1999.74794520548
166	#FF8F70	15-7 1999.74794520548
167	#FFA084	15-8 1999.74794520548
168	#FFAE95	15-9 1999.74794520548
169	#FFB69E	16-1 1999.74794520548
170	#FF9D81	16-10 1999.74794520548
171	#FFAC93	16-11 1999.74794520548
172	#FFA88D	16-12 1999.74794520548
173	#FF8F70	16-13 1999.74794520548
174	#FF8A6B	16-14 1999.74794520548
175	#FF7C5B	16-15 1999.74794520548
176	#FF7755	16-16 1999.74794520548
177	#FF7250	16-17 1999.74794520548
178	#FF7E5D	16-18 1999.74794520548
179	#FF7452	16-19 1999.74794520548
180	#FFB198	16-2 1999.74794520548
181	#FF7958	16-20 1999.74794520548
182	#FF8160	16-21 1999.74794520548
183	#FF8362	16-22 1999.74794520548
184	#FF8A6B	16-23 1999.74794520548
185	#FFA084	16-24 1999.74794520548
186	#FFB198	16-3 1999.74794520548
187	#FF997B	16-4 1999.74794520548
188	#FFAA90	16-5 1999.74794520548
189	#FFA58A	16-6 1999.74794520548
190	#FF9476	16-7 1999.74794520548
191	#FF8C6D	16-8 1999.74794520548
192	#FF9678	16-9 1999.74794520548
193	#FFB39B	17-1 1999.74794520548
194	#FF9273	17-10 1999.74794520548
195	#FF9678	17-11 1999.74794520548
196	#FFA88D	17-12 1999.74794520548
197	#FF9678	17-13 1999.74794520548
198	#FF8C6D	17-14 1999.74794520548
199	#FF7958	17-15 1999.74794520548
200	#FF7452	17-16 1999.74794520548
201	#FF7E5D	17-17 1999.74794520548
202	#FF7755	17-18 1999.74794520548
203	#FF7452	17-19 1999.74794520548
204	#FFAE95	17-2 1999.74794520548
