group	fill	key
1	#FAF6FF	1998.83287671233 1-1
2	#EFE4FF	1998.83287671233 1-10
3	#FAF6FF	1998.83287671233 1-11
4	#F4EBFF	1998.83287671233 1-12
5	#DFC9FF	1998.83287671233 1-13
6	#E6D4FF	1998.83287671233 1-14
7	#EFE3FF	1998.83287671233 1-15
8	#F1E6FF	1998.83287671233 1-16
9	#F5EDFF	1998.83287671233 1-17
10	#EEE2FF	1998.83287671233 1-18
11	#E7D6FF	1998.83287671233 1-19
12	#F8F3FF	1998.83287671233 1-2
13	#F6F0FF	1998.83287671233 1-20
14	#F4ECFF	1998.83287671233 1-21
15	#FFEFE9	1998.83287671233 1-22
16	#FFFAF8	1998.83287671233 1-23
17	#F7F1FF	1998.83287671233 1-24
18	#FFFEFE	1998.83287671233 1-3
19	#FFF3EF	1998.83287671233 1-4
20	#FFF0EA	1998.83287671233 1-5
21	#FFEEE7	1998.83287671233 1-6
22	#FFFFFF	1998.83287671233 1-7
23	#F9F4FF	1998.83287671233 1-8
24	#E7D6FF	1998.83287671233 1-9
25	#F4EBFF	1998.83287671233 10-1
26	#FCF9FF	1998.83287671233 10-10
27	#F8F3FF	1998.83287671233 10-11
28	#F5EDFF	1998.83287671233 10-12
29	#F0E4FF	1998.83287671233 10-13
30	#EADBFF	1998.83287671233 10-14
31	#F9F4FF	1998.83287671233 10-15
32	#FFFDFD	1998.83287671233 10-16
33	#F9F5FF	1998.83287671233 10-17
34	#F9F4FF	1998.83287671233 10-18
35	#FDFCFF	1998.83287671233 10-19
36	#F2E8FF	1998.83287671233 10-2
37	#FDFBFF	1998.83287671233 10-20
38	#FFF0EA	1998.83287671233 10-21
39	#FFC7B4	1998.83287671233 10-22
40	#FFBDA8	1998.83287671233 10-23
41	#FFC7B4	1998.83287671233 10-24
42	#F5EDFF	1998.83287671233 10-3
43	#FFFDFC	1998.83287671233 10-4
44	#FFFFFE	1998.83287671233 10-5
45	#FFF8F5	1998.83287671233 10-6
46	#FFFFFF	1998.83287671233 10-7
47	#FFFDFC	1998.83287671233 10-8
48	#FCFAFF	1998.83287671233 10-9
49	#F4EBFF	1998.83287671233 11-1
50	#FBF9FF	1998.83287671233 11-10
51	#EDDFFF	1998.83287671233 11-11
52	#EEE2FF	1998.83287671233 11-12
53	#F0E4FF	1998.83287671233 11-13
54	#F4EBFF	1998.83287671233 11-14
55	#FFFCFB	1998.83287671233 11-15
56	#FFFDFD	1998.83287671233 11-16
57	#F8F2FF	1998.83287671233 11-17
