group	fill	key
1	#FF9476	1-1 1995.66575342466
2	#FF9273	1-10 1995.66575342466
3	#FF8A6B	1-11 1995.66575342466
4	#FF8868	1-12 1995.66575342466
5	#FF7C5B	1-13 1995.66575342466
6	#FF8565	1-14 1995.66575342466
7	#FF7755	1-15 1995.66575342466
8	#FF7250	1-16 1995.66575342466
9	#FF7958	1-17 1995.66575342466
10	#FF7C5B	1-18 1995.66575342466
11	#FF7958	1-19 1995.66575342466
12	#FF9476	1-2 1995.66575342466
13	#FF6543	1-20 1995.66575342466
14	#FF4729	1-21 1995.66575342466
15	#FF4729	1-22 1995.66575342466
16	#FF5636	1-23 1995.66575342466
17	#FF8160	1-24 1995.66575342466
18	#FF9273	1-3 1995.66575342466
19	#FF8F70	1-4 1995.66575342466
20	#FF8A6B	1-5 1995.66575342466
21	#FF8C6D	1-6 1995.66575342466
22	#FF8F70	1-7 1995.66575342466
23	#FF8F70	1-8 1995.66575342466
24	#FF9678	1-9 1995.66575342466
25	#FFAE95	10-1 1995.66575342466
26	#FFA084	10-10 1995.66575342466
27	#FF9678	10-11 1995.66575342466
28	#FF9273	10-12 1995.66575342466
29	#FF8565	10-13 1995.66575342466
30	#FF7C5B	10-14 1995.66575342466
31	#FF8C6D	10-15 1995.66575342466
32	#FFA287	10-16 1995.66575342466
33	#FF7C5B	10-17 1995.66575342466
34	#FF7452	10-18 1995.66575342466
35	#FF6543	10-19 1995.66575342466
36	#FFAC93	10-2 1995.66575342466
37	#FF6543	10-20 1995.66575342466
38	#FF6C4B	10-21 1995.66575342466
39	#FF8160	10-22 1995.66575342466
40	#FF8A6B	10-23 1995.66575342466
41	#FF9D81	10-24 1995.66575342466
42	#FFAE95	10-3 1995.66575342466
43	#FFAC93	10-4 1995.66575342466
44	#FFAA90	10-5 1995.66575342466
45	#FFAA90	10-6 1995.66575342466
46	#FFA88D	10-7 1995.66575342466
47	#FFAA90	10-8 1995.66575342466
48	#FFAA90	10-9 1995.66575342466
49	#FFAE95	11-1 1995.66575342466
50	#FFA084	11-10 1995.66575342466
51	#FF997B	11-11 1995.66575342466
52	#FF8F70	11-12 1995.66575342466
53	#FF8565	11-13 1995.66575342466
54	#FF7E5D	11-14 1995.66575342466
55	#FF9D81	11-15 1995.66575342466
56	#FFA287	11-16 1995.66575342466
57	#FF8868	11-17 1995.66575342466
58	#FF7452	11-18 1995.66575342466
59	#FF6746	11-19 1995.66575342466
60	#FFB198	11-2 1995.66575342466
61	#FF6948	11-20 1995.66575342466
62	#FF6C4B	11-21 1995.66575342466
63	#FF8362	11-22 1995.66575342466
64	#FF8C6D	11-23 1995.66575342466
65	#FF9D81	11-24 1995.66575342466
66	#FFAE95	11-3 1995.66575342466
67	#FFAC93	11-4 1995.66575342466
68	#FFAC93	11-5 1995.66575342466
69	#FFAA90	11-6 1995.66575342466
70	#FFAC93	11-7 1995.66575342466
71	#FFB198	11-8 1995.66575342466
72	#FFAC93	11-9 1995.66575342466
73	#FFB198	12-1 1995.66575342466
74	#FFA58A	12-10 1995.66575342466
75	#FF9678	12-11 1995.66575342466
76	#FF8F70	12-12 1995.66575342466
77	#FF8565	12-13 1995.66575342466
78	#FF8C6D	12-14 1995.66575342466
79	#FFAA90	12-15 1995.66575342466
80	#FF8160	12-16 1995.66575342466
81	#FF6746	12-17 1995.66575342466
82	#FF7755	12-18 1995.66575342466
83	#FF6746	12-19 1995.66575342466
84	#FFB39B	12-2 1995.66575342466
85	#FF6746	12-20 1995.66575342466
86	#FF6543	12-21 1995.66575342466
87	#FF8362	12-22 1995.66575342466
88	#FF9678	12-23 1995.66575342466
89	#FFA287	12-24 1995.66575342466
90	#FFAE95	12-3 1995.66575342466
91	#FFAE95	12-4 1995.66575342466
92	#FFB39B	12-5 1995.66575342466
93	#FFAE95	12-6 1995.66575342466
94	#FFAE95	12-7 1995.66575342466
95	#FFB198	12-8 1995.66575342466
96	#FFAE95	12-9 1995.66575342466
97	#FFB39B	13-1 1995.66575342466
98	#FFA287	13-10 1995.66575342466
99	#FF9678	13-11 1995.66575342466
100	#FF9273	13-12 1995.66575342466
101	#FF9476	13-13 1995.66575342466
102	#FF8160	13-14 1995.66575342466
103	#FF8565	13-15 1995.66575342466
104	#FF7C5B	13-16 1995.66575342466
105	#FF6948	13-17 1995.66575342466
106	#FF6C4B	13-18 1995.66575342466
107	#FF6948	13-19 1995.66575342466
108	#FFB69E	13-2 1995.66575342466
109	#FF6746	13-20 1995.66575342466
110	#FF6F4D	13-21 1995.66575342466
111	#FF8A6B	13-22 1995.66575342466
112	#FF9D81	13-23 1995.66575342466
113	#FFAA90	13-24 1995.66575342466
114	#FFB39B	13-3 1995.66575342466
115	#FFB69E	13-4 1995.66575342466
116	#FFB8A1	13-5 1995.66575342466
117	#FFB39B	13-6 1995.66575342466
118	#FFB39B	13-7 1995.66575342466
119	#FFB39B	13-8 1995.66575342466
120	#FFB198	13-9 1995.66575342466
121	#FFB69E	14-1 1995.66575342466
122	#FFA084	14-10 1995.66575342466
123	#FF9476	14-11 1995.66575342466
124	#FF8C6D	14-12 1995.66575342466
125	#FF9D81	14-13 1995.66575342466
126	#FF7755	14-14 1995.66575342466
127	#FF6F4D	14-15 1995.66575342466
128	#FF6C4B	14-16 1995.66575342466
129	#FF6746	14-17 1995.66575342466
130	#FF6746	14-18 1995.66575342466
131	#FF6F4D	14-19 1995.66575342466
132	#FFB8A1	14-2 1995.66575342466
