group	fill	key
1	#FAF6FF	2000.66666666667 1-1
2	#F4ECFF	2000.66666666667 1-10
3	#FEFEFF	2000.66666666667 1-11
4	#FFFBFA	2000.66666666667 1-12
5	#EFE3FF	2000.66666666667 1-13
6	#F7F1FF	2000.66666666667 1-14
7	#E5D3FF	2000.66666666667 1-15
8	#D7BCFF	2000.66666666667 1-16
9	#F0E5FF	2000.66666666667 1-17
10	#EDE0FF	2000.66666666667 1-18
11	#F9F4FF	2000.66666666667 1-19
12	#F6EFFF	2000.66666666667 1-2
13	#DFC9FF	2000.66666666667 1-20
14	#F7F0FF	2000.66666666667 1-21
15	#FFE0D4	2000.66666666667 1-22
16	#FFCFBE	2000.66666666667 1-23
17	#FFCBB9	2000.66666666667 1-24
18	#F5EDFF	2000.66666666667 1-3
19	#F0E4FF	2000.66666666667 1-4
20	#EFE3FF	2000.66666666667 1-5
21	#EFE3FF	2000.66666666667 1-6
22	#EBDCFF	2000.66666666667 1-7
23	#ECDEFF	2000.66666666667 1-8
24	#F7F0FF	2000.66666666667 1-9
25	#FFFEFD	2000.66666666667 10-1
26	#F4ECFF	2000.66666666667 10-10
27	#F9F4FF	2000.66666666667 10-11
28	#FFF8F5	2000.66666666667 10-12
29	#EADBFF	2000.66666666667 10-13
30	#E6D4FF	2000.66666666667 10-14
31	#EBDDFF	2000.66666666667 10-15
32	#FFE4DB	2000.66666666667 10-16
33	#EBDCFF	2000.66666666667 10-17
34	#E2CEFF	2000.66666666667 10-18
35	#F2E8FF	2000.66666666667 10-19
36	#FFFFFF	2000.66666666667 10-2
37	#D8BFFF	2000.66666666667 10-20
38	#E4D1FF	2000.66666666667 10-21
39	#FFDACD	2000.66666666667 10-22
40	#FFD2C2	2000.66666666667 10-23
41	#FFD0C0	2000.66666666667 10-24
42	#F8F2FF	2000.66666666667 10-3
43	#F3E9FF	2000.66666666667 10-4
44	#F1E7FF	2000.66666666667 10-5
45	#EADBFF	2000.66666666667 10-6
46	#F3EAFF	2000.66666666667 10-7
47	#F2E8FF	2000.66666666667 10-8
48	#EBDCFF	2000.66666666667 10-9
49	#FFFEFD	2000.66666666667 11-1
50	#F0E5FF	2000.66666666667 11-10
51	#FFF8F6	2000.66666666667 11-11
52	#FFF5F1	2000.66666666667 11-12
53	#EADBFF	2000.66666666667 11-13
54	#E6D4FF	2000.66666666667 11-14
55	#FFFDFC	2000.66666666667 11-15
56	#FFE4DB	2000.66666666667 11-16
57	#F6EFFF	2000.66666666667 11-17
58	#E2CEFF	2000.66666666667 11-18
59	#F3EAFF	2000.66666666667 11-19
60	#FEFEFF	2000.66666666667 11-2
61	#D3B7FF	2000.66666666667 11-20
62	#E4D1FF	2000.66666666667 11-21
63	#FFFAF8	2000.66666666667 11-22
64	#FFD3C3	2000.66666666667 11-23
65	#FFDFD4	2000.66666666667 11-24
66	#F8F2FF	2000.66666666667 11-3
67	#F4EBFF	2000.66666666667 11-4
68	#F2E9FF	2000.66666666667 11-5
69	#EADBFF	2000.66666666667 11-6
70	#EFE3FF	2000.66666666667 11-7
71	#E9D8FF	2000.66666666667 11-8
72	#F1E6FF	2000.66666666667 11-9
73	#FFF6F3	2000.66666666667 12-1
74	#F7F0FF	2000.66666666667 12-10
75	#FAF6FF	2000.66666666667 12-11
76	#FFFDFD	2000.66666666667 12-12
77	#E8D8FF	2000.66666666667 12-13
78	#EBDCFF	2000.66666666667 12-14
79	#FFECE5	2000.66666666667 12-15
80	#F2E8FF	2000.66666666667 12-16
81	#F8F3FF	2000.66666666667 12-17
82	#E8D8FF	2000.66666666667 12-18
83	#F5EDFF	2000.66666666667 12-19
84	#FFFCFB	2000.66666666667 12-2
85	#DAC1FF	2000.66666666667 12-20
86	#D1B5FF	2000.66666666667 12-21
87	#EADBFF	2000.66666666667 12-22
88	#FFF4F0	2000.66666666667 12-23
89	#FDFBFF	2000.66666666667 12-24
90	#FAF6FF	2000.66666666667 12-3
91	#F6EFFF	2000.66666666667 12-4
92	#FAF7FF	2000.66666666667 12-5
93	#F0E4FF	2000.66666666667 12-6
94	#EBDCFF	2000.66666666667 12-7
95	#DFC9FF	2000.66666666667 12-8
96	#EADBFF	2000.66666666667 12-9
97	#FFFFFE	2000.66666666667 13-1
98	#FFFDFC	2000.66666666667 13-10
99	#FBF8FF	2000.66666666667 13-11
100	#FFF6F3	2000.66666666667 13-12
101	#EEE2FF	2000.66666666667 13-13
102	#EEE2FF	2000.66666666667 13-14
103	#E4D1FF	2000.66666666667 13-15
104	#F1E6FF	2000.66666666667 13-16
105	#DEC8FF	2000.66666666667 13-17
106	#E5D2FF	2000.66666666667 13-18
107	#E4D1FF	2000.66666666667 13-19
108	#F8F3FF	2000.66666666667 13-2
109	#DAC1FF	2000.66666666667 13-20
110	#D5B9FF	2000.66666666667 13-21
111	#E5D2FF	2000.66666666667 13-22
112	#F4ECFF	2000.66666666667 13-23
113	#FFFAF8	2000.66666666667 13-24
114	#F1E7FF	2000.66666666667 13-3
115	#FEFDFF	2000.66666666667 13-4
116	#FFFCFB	2000.66666666667 13-5
117	#EEE1FF	2000.66666666667 13-6
118	#E6D5FF	2000.66666666667 13-7
119	#E2CEFF	2000.66666666667 13-8
120	#E2CEFF	2000.66666666667 13-9
121	#FEFDFF	2000.66666666667 14-1
122	#FBF7FF	2000.66666666667 14-10
123	#F6EFFF	2000.66666666667 14-11
124	#F0E5FF	2000.66666666667 14-12
125	#FFFDFC	2000.66666666667 14-13
126	#E3D0FF	2000.66666666667 14-14
127	#EBDDFF	2000.66666666667 14-15
128	#E2CEFF	2000.66666666667 14-16
129	#DEC8FF	2000.66666666667 14-17
130	#CAABFF	2000.66666666667 14-18
131	#E5D3FF	2000.66666666667 14-19
132	#F8F3FF	2000.66666666667 14-2
133	#F1E7FF	2000.66666666667 14-20
134	#DBC4FF	2000.66666666667 14-21
135	#DAC2FF	2000.66666666667 14-22
