group	fill	key
1	#FFE0D5	1998.08493150685 1-1
2	#FFB49C	1998.08493150685 1-10
3	#FFC5B2	1998.08493150685 1-11
4	#FFD6C7	1998.08493150685 1-12
5	#FFE4DB	1998.08493150685 1-13
6	#FFEBE4	1998.08493150685 1-14
7	#FFF6F3	1998.08493150685 1-15
8	#FFF0EA	1998.08493150685 1-16
9	#FFEAE2	1998.08493150685 1-17
10	#FFD7C9	1998.08493150685 1-18
11	#FFBEA9	1998.08493150685 1-19
12	#FFE1D6	1998.08493150685 1-2
13	#FFDDD1	1998.08493150685 1-20
14	#FBF7FF	1998.08493150685 1-21
15	#DAC1FF	1998.08493150685 1-22
16	#BE9AFF	1998.08493150685 1-23
17	#AA80FF	1998.08493150685 1-24
18	#FFCFBF	1998.08493150685 1-3
19	#FFD0C0	1998.08493150685 1-4
20	#FFD5C7	1998.08493150685 1-5
21	#FFCDBC	1998.08493150685 1-6
22	#FFAD94	1998.08493150685 1-7
23	#FFB49C	1998.08493150685 1-8
24	#FFBDA7	1998.08493150685 1-9
25	#FFFBFA	1998.08493150685 10-1
26	#FF9F83	1998.08493150685 10-10
27	#FFAA8F	1998.08493150685 10-11
28	#FFB9A3	1998.08493150685 10-12
29	#FFAE95	1998.08493150685 10-13
30	#FFBEA8	1998.08493150685 10-14
31	#FFE4DA	1998.08493150685 10-15
32	#FFB39B	1998.08493150685 10-16
33	#FFDACD	1998.08493150685 10-17
34	#FFE7DE	1998.08493150685 10-18
35	#FFF7F5	1998.08493150685 10-19
36	#FFF7F4	1998.08493150685 10-2
37	#FFEFE9	1998.08493150685 10-20
38	#F1E6FF	1998.08493150685 10-21
39	#DEC8FF	1998.08493150685 10-22
40	#DBC3FF	1998.08493150685 10-23
41	#DFC9FF	1998.08493150685 10-24
42	#FFEAE3	1998.08493150685 10-3
43	#FFF4F0	1998.08493150685 10-4
44	#FFEAE2	1998.08493150685 10-5
45	#FFE3D9	1998.08493150685 10-6
46	#FFCDBC	1998.08493150685 10-7
47	#FFA78C	1998.08493150685 10-8
48	#FFA185	1998.08493150685 10-9
49	#FFFBFA	1998.08493150685 11-1
50	#FFA98F	1998.08493150685 11-10
51	#FFB198	1998.08493150685 11-11
52	#FFC0AB	1998.08493150685 11-12
53	#FFAE95	1998.08493150685 11-13
54	#FFA88E	1998.08493150685 11-14
55	#FFD0C0	1998.08493150685 11-15
56	#FFB39B	1998.08493150685 11-16
57	#FFD8CA	1998.08493150685 11-17
58	#FFE7DE	1998.08493150685 11-18
59	#FFE7DE	1998.08493150685 11-19
60	#FFF3EF	1998.08493150685 11-2
61	#FFE0D5	1998.08493150685 11-20
