group	fill	key
1	#FFFAF8	1995.91506849315 1-1
2	#F3EAFF	1995.91506849315 1-10
3	#F2E8FF	1995.91506849315 1-11
4	#F4EBFF	1995.91506849315 1-12
5	#FFEAE2	1995.91506849315 1-13
6	#FFD3C4	1995.91506849315 1-14
7	#FFE0D4	1995.91506849315 1-15
8	#FFD6C8	1995.91506849315 1-16
9	#FFDBCE	1995.91506849315 1-17
10	#FFE0D5	1995.91506849315 1-18
11	#FFEBE4	1995.91506849315 1-19
12	#FFF8F6	1995.91506849315 1-2
13	#FFDBCF	1995.91506849315 1-20
14	#FFD4C6	1995.91506849315 1-21
15	#FFFDFC	1995.91506849315 1-22
16	#FEFEFF	1995.91506849315 1-23
17	#FEFDFF	1995.91506849315 1-24
18	#FFF6F2	1995.91506849315 1-3
19	#FFFEFE	1995.91506849315 1-4
20	#FFFDFC	1995.91506849315 1-5
21	#FFFDFC	1995.91506849315 1-6
22	#FFFFFE	1995.91506849315 1-7
23	#FFFDFD	1995.91506849315 1-8
24	#FAF7FF	1995.91506849315 1-9
25	#FFF1EC	1995.91506849315 10-1
26	#EADBFF	1995.91506849315 10-10
27	#EADAFF	1995.91506849315 10-11
28	#FBF8FF	1995.91506849315 10-12
29	#FFFEFD	1995.91506849315 10-13
30	#FDFBFF	1995.91506849315 10-14
31	#FDFCFF	1995.91506849315 10-15
32	#FBF8FF	1995.91506849315 10-16
33	#FFF7F4	1995.91506849315 10-17
34	#FFFDFC	1995.91506849315 10-18
35	#FFFEFE	1995.91506849315 10-19
36	#FFF1EC	1995.91506849315 10-2
37	#FFFCFB	1995.91506849315 10-20
38	#FAF6FF	1995.91506849315 10-21
39	#FFF7F5	1995.91506849315 10-22
40	#FFFBF9	1995.91506849315 10-23
41	#FFFBF9	1995.91506849315 10-24
42	#FFF3EF	1995.91506849315 10-3
43	#FFFDFC	1995.91506849315 10-4
44	#F9F4FF	1995.91506849315 10-5
45	#E9D9FF	1995.91506849315 10-6
46	#F6F0FF	1995.91506849315 10-7
47	#EEE1FF	1995.91506849315 10-8
48	#EDE0FF	1995.91506849315 10-9
49	#FFF1EC	1995.91506849315 11-1
50	#EEE1FF	1995.91506849315 11-10
51	#E8D8FF	1995.91506849315 11-11
52	#FFEFE9	1995.91506849315 11-12
53	#FFFEFD	1995.91506849315 11-13
54	#FFE6DD	1995.91506849315 11-14
55	#FFFFFE	1995.91506849315 11-15
56	#FBF8FF	1995.91506849315 11-16
57	#FFFFFF	1995.91506849315 11-17
58	#FFFDFC	1995.91506849315 11-18
59	#FFF0EA	1995.91506849315 11-19
60	#FFFDFC	1995.91506849315 11-2
61	#FFE8E0	1995.91506849315 11-20
62	#FAF6FF	1995.91506849315 11-21
63	#FDFCFF	1995.91506849315 11-22
64	#FBF8FF	1995.91506849315 11-23
65	#FFF4F0	1995.91506849315 11-24
66	#FFF3EF	1995.91506849315 11-3
67	#FFF3EF	1995.91506849315 11-4
68	#FBF9FF	1995.91506849315 11-5
69	#E9D9FF	1995.91506849315 11-6
70	#F0E4FF	1995.91506849315 11-7
71	#E9DAFF	1995.91506849315 11-8
72	#EEE1FF	1995.91506849315 11-9
73	#FFF9F7	1995.91506849315 12-1
74	#EEE1FF	1995.91506849315 12-10
75	#EEE2FF	1995.91506849315 12-11
76	#FCFAFF	1995.91506849315 12-12
77	#FFF9F7	1995.91506849315 12-13
78	#FFF7F4	1995.91506849315 12-14
79	#E7D6FF	1995.91506849315 12-15
80	#FFEDE7	1995.91506849315 12-16
81	#FFF5F2	1995.91506849315 12-17
82	#FFFAF8	1995.91506849315 12-18
83	#FFF5F2	1995.91506849315 12-19
84	#FFF8F5	1995.91506849315 12-2
85	#FFF5F1	1995.91506849315 12-20
86	#F8F3FF	1995.91506849315 12-21
87	#FDFCFF	1995.91506849315 12-22
88	#FFFFFF	1995.91506849315 12-23
89	#F2E9FF	1995.91506849315 12-24
90	#FFF9F7	1995.91506849315 12-3
91	#FEFDFF	1995.91506849315 12-4
92	#EFE4FF	1995.91506849315 12-5
93	#EBDCFF	1995.91506849315 12-6
94	#F3EAFF	1995.91506849315 12-7
95	#E9D9FF	1995.91506849315 12-8
96	#EADBFF	1995.91506849315 12-9
97	#FCFAFF	1995.91506849315 13-1
98	#E6D4FF	1995.91506849315 13-10
99	#F3EAFF	1995.91506849315 13-11
100	#F9F4FF	1995.91506849315 13-12
101	#FFFDFD	1995.91506849315 13-13
102	#FFE1D6	1995.91506849315 13-14
103	#FFF7F4	1995.91506849315 13-15
104	#FFF7F4	1995.91506849315 13-16
105	#FFECE4	1995.91506849315 13-17
106	#FFF6F2	1995.91506849315 13-18
107	#FEFEFF	1995.91506849315 13-19
108	#FEFEFF	1995.91506849315 13-2
109	#FFF5F1	1995.91506849315 13-20
110	#F7F1FF	1995.91506849315 13-21
111	#FCFAFF	1995.91506849315 13-22
112	#F2E8FF	1995.91506849315 13-23
113	#F2E9FF	1995.91506849315 13-24
114	#FFF7F5	1995.91506849315 13-3
115	#FBF8FF	1995.91506849315 13-4
116	#F6EFFF	1995.91506849315 13-5
117	#EDE0FF	1995.91506849315 13-6
118	#F3E9FF	1995.91506849315 13-7
119	#E5D3FF	1995.91506849315 13-8
120	#E5D2FF	1995.91506849315 13-9
121	#FBF7FF	1995.91506849315 14-1
122	#F1E7FF	1995.91506849315 14-10
123	#EBDCFF	1995.91506849315 14-11
124	#F1E7FF	1995.91506849315 14-12
125	#FCF9FF	1995.91506849315 14-13
126	#FFF4F0	1995.91506849315 14-14
127	#FFE6DC	1995.91506849315 14-15
128	#FFEDE7	1995.91506849315 14-16
129	#FFEFE9	1995.91506849315 14-17
130	#FBF8FF	1995.91506849315 14-18
131	#FCFAFF	1995.91506849315 14-19
132	#FEFDFF	1995.91506849315 14-2
133	#F2E9FF	1995.91506849315 14-20
134	#FBF8FF	1995.91506849315 14-21
135	#EFE3FF	1995.91506849315 14-22
136	#F2E8FF	1995.91506849315 14-23
137	#F2E9FF	1995.91506849315 14-24
138	#FFF2EC	1995.91506849315 14-3
139	#FFFFFE	1995.91506849315 14-4
140	#F8F2FF	1995.91506849315 14-5
141	#F6EEFF	1995.91506849315 14-6
142	#E9DAFF	1995.91506849315 14-7
