group	fill	key
1	#FF8C6D	1-1 1999.24657534247
2	#FF8565	1-10 1999.24657534247
3	#FF7E5D	1-11 1999.24657534247
4	#FF7C5B	1-12 1999.24657534247
5	#FF7C5B	1-13 1999.24657534247
6	#FF7C5B	1-14 1999.24657534247
7	#FF8362	1-15 1999.24657534247
8	#FF8565	1-16 1999.24657534247
9	#FF8A6B	1-17 1999.24657534247
10	#FF997B	1-18 1999.24657534247
11	#FFA58A	1-19 1999.24657534247
12	#FF8C6D	1-2 1999.24657534247
13	#FF9D81	1-20 1999.24657534247
14	#FF8F70	1-21 1999.24657534247
15	#FF8868	1-22 1999.24657534247
16	#FF8C6D	1-23 1999.24657534247
17	#FFA58A	1-24 1999.24657534247
18	#FF8A6B	1-3 1999.24657534247
19	#FF8565	1-4 1999.24657534247
20	#FF8160	1-5 1999.24657534247
21	#FF8565	1-6 1999.24657534247
22	#FF8160	1-7 1999.24657534247
23	#FF8362	1-8 1999.24657534247
24	#FF8565	1-9 1999.24657534247
25	#FFA287	10-1 1999.24657534247
26	#FF8868	10-10 1999.24657534247
27	#FF8362	10-11 1999.24657534247
28	#FF8362	10-12 1999.24657534247
29	#FF8160	10-13 1999.24657534247
30	#FF7C5B	10-14 1999.24657534247
31	#FF7C5B	10-15 1999.24657534247
32	#FF7C5B	10-16 1999.24657534247
33	#FF6F4D	10-17 1999.24657534247
34	#FF7755	10-18 1999.24657534247
35	#FF8868	10-19 1999.24657534247
36	#FFA084	10-2 1999.24657534247
37	#FF8C6D	10-20 1999.24657534247
38	#FF8F70	10-21 1999.24657534247
39	#FF9B7E	10-22 1999.24657534247
40	#FFA287	10-23 1999.24657534247
41	#FFAE95	10-24 1999.24657534247
42	#FF9B7E	10-3 1999.24657534247
43	#FF9476	10-4 1999.24657534247
44	#FF8C6D	10-5 1999.24657534247
45	#FF8868	10-6 1999.24657534247
46	#FF8868	10-7 1999.24657534247
47	#FF8A6B	10-8 1999.24657534247
48	#FF8F70	10-9 1999.24657534247
49	#FFA287	11-1 1999.24657534247
50	#FF8C6D	11-10 1999.24657534247
51	#FF8362	11-11 1999.24657534247
52	#FF8362	11-12 1999.24657534247
53	#FF8160	11-13 1999.24657534247
54	#FF8362	11-14 1999.24657534247
55	#FF7755	11-15 1999.24657534247
56	#FF7C5B	11-16 1999.24657534247
57	#FF8160	11-17 1999.24657534247
58	#FF7755	11-18 1999.24657534247
59	#FF8565	11-19 1999.24657534247
60	#FFA287	11-2 1999.24657534247
61	#FF8565	11-20 1999.24657534247
62	#FF8F70	11-21 1999.24657534247
63	#FF9D81	11-22 1999.24657534247
64	#FFA58A	11-23 1999.24657534247
65	#FFAE95	11-24 1999.24657534247
66	#FF9B7E	11-3 1999.24657534247
67	#FF9476	11-4 1999.24657534247
68	#FF8C6D	11-5 1999.24657534247
69	#FF8868	11-6 1999.24657534247
70	#FF8565	11-7 1999.24657534247
71	#FF8A6B	11-8 1999.24657534247
72	#FF9273	11-9 1999.24657534247
73	#FFA88D	12-1 1999.24657534247
74	#FF9273	12-10 1999.24657534247
75	#FF8565	12-11 1999.24657534247
76	#FF8362	12-12 1999.24657534247
77	#FF7958	12-13 1999.24657534247
78	#FF8362	12-14 1999.24657534247
79	#FF8868	12-15 1999.24657534247
80	#FF8160	12-16 1999.24657534247
81	#FF7E5D	12-17 1999.24657534247
82	#FF8160	12-18 1999.24657534247
83	#FF8362	12-19 1999.24657534247
84	#FFA287	12-2 1999.24657534247
85	#FF8868	12-20 1999.24657534247
86	#FF9273	12-21 1999.24657534247
87	#FF997B	12-22 1999.24657534247
88	#FFA88D	12-23 1999.24657534247
89	#FFAE95	12-24 1999.24657534247
90	#FF9B7E	12-3 1999.24657534247
91	#FF9476	12-4 1999.24657534247
92	#FF8C6D	12-5 1999.24657534247
93	#FF8A6B	12-6 1999.24657534247
94	#FF8C6D	12-7 1999.24657534247
95	#FF9476	12-8 1999.24657534247
96	#FF9B7E	12-9 1999.24657534247
97	#FFA88D	13-1 1999.24657534247
98	#FF9273	13-10 1999.24657534247
99	#FF8362	13-11 1999.24657534247
100	#FF7958	13-12 1999.24657534247
101	#FF8362	13-13 1999.24657534247
102	#FF8362	13-14 1999.24657534247
103	#FF8565	13-15 1999.24657534247
104	#FF8362	13-16 1999.24657534247
105	#FF7E5D	13-17 1999.24657534247
106	#FF7E5D	13-18 1999.24657534247
107	#FF8362	13-19 1999.24657534247
108	#FFA287	13-2 1999.24657534247
109	#FF8868	13-20 1999.24657534247
110	#FF8F70	13-21 1999.24657534247
111	#FF9476	13-22 1999.24657534247
112	#FFA084	13-23 1999.24657534247
113	#FFAE95	13-24 1999.24657534247
114	#FF9B7E	13-3 1999.24657534247
115	#FF9476	13-4 1999.24657534247
116	#FF9273	13-5 1999.24657534247
117	#FF8F70	13-6 1999.24657534247
118	#FF9678	13-7 1999.24657534247
119	#FFA084	13-8 1999.24657534247
120	#FF9D81	13-9 1999.24657534247
121	#FFAA90	14-1 1999.24657534247
122	#FF8F70	14-10 1999.24657534247
123	#FF8A6B	14-11 1999.24657534247
124	#FF8160	14-12 1999.24657534247
125	#FF8868	14-13 1999.24657534247
126	#FF7E5D	14-14 1999.24657534247
127	#FF8160	14-15 1999.24657534247
128	#FF8160	14-16 1999.24657534247
129	#FF7E5D	14-17 1999.24657534247
130	#FF8160	14-18 1999.24657534247
131	#FF8362	14-19 1999.24657534247
132	#FFA287	14-2 1999.24657534247
133	#FF8565	14-20 1999.24657534247
134	#FF8868	14-21 1999.24657534247
135	#FF8C6D	14-22 1999.24657534247
136	#FFA084	14-23 1999.24657534247
137	#FFAE95	14-24 1999.24657534247
138	#FF9D81	14-3 1999.24657534247
139	#FF997B	14-4 1999.24657534247
140	#FF997B	14-5 1999.24657534247
141	#FF997B	14-6 1999.24657534247
142	#FF9B7E	14-7 1999.24657534247
143	#FF997B	14-8 1999.24657534247
144	#FF997B	14-9 1999.24657534247
145	#FFAA90	15-1 1999.24657534247
146	#FFB198	15-10 1999.24657534247
147	#FF9476	15-11 1999.24657534247
148	#FF8F70	15-12 1999.24657534247
149	#FF8A6B	15-13 1999.24657534247
150	#FF7E5D	15-14 1999.24657534247
151	#FF8160	15-15 1999.24657534247
152	#FF8160	15-16 1999.24657534247
153	#FF8160	15-17 1999.24657534247
154	#FF7958	15-18 1999.24657534247
155	#FF8362	15-19 1999.24657534247
156	#FFA287	15-2 1999.24657534247
157	#FF8565	15-20 1999.24657534247
158	#FF8A6B	15-21 1999.24657534247
159	#FF8F70	15-22 1999.24657534247
160	#FF9D81	15-23 1999.24657534247
161	#FFAC93	15-24 1999.24657534247
162	#FF9D81	15-3 1999.24657534247
163	#FF9D81	15-4 1999.24657534247
164	#FFA287	15-5 1999.24657534247
165	#FF9B7E	15-6 1999.24657534247
166	#FFB198	15-7 1999.24657534247
167	#FFC7B5	15-8 1999.24657534247
168	#FFC5B2	15-9 1999.24657534247
169	#FFA88D	16-1 1999.24657534247
170	#FFBBA5	16-10 1999.24657534247
171	#FFB8A1	16-11 1999.24657534247
172	#FFA88D	16-12 1999.24657534247
173	#FF9476	16-13 1999.24657534247
174	#FF7E5D	16-14 1999.24657534247
175	#FF8160	16-15 1999.24657534247
176	#FF8160	16-16 1999.24657534247
177	#FF8160	16-17 1999.24657534247
178	#FF7C5B	16-18 1999.24657534247
179	#FF8565	16-19 1999.24657534247
180	#FFA287	16-2 1999.24657534247
181	#FF8868	16-20 1999.24657534247
182	#FF9273	16-21 1999.24657534247
183	#FF8F70	16-22 1999.24657534247
184	#FF9476	16-23 1999.24657534247
185	#FFAA90	16-24 1999.24657534247
186	#FFA287	16-3 1999.24657534247
187	#FF9D81	16-4 1999.24657534247
188	#FFC2AE	16-5 1999.24657534247
189	#FFC0AB	16-6 1999.24657534247
190	#FFAE95	16-7 1999.24657534247
191	#FFAA90	16-8 1999.24657534247
192	#FFAA90	16-9 1999.24657534247
193	#FFA88D	17-1 1999.24657534247
194	#FFAA90	17-10 1999.24657534247
195	#FFAE95	17-11 1999.24657534247
196	#FFA58A	17-12 1999.24657534247
197	#FF8C6D	17-13 1999.24657534247
198	#FF8160	17-14 1999.24657534247
199	#FF8160	17-15 1999.24657534247
200	#FF7E5D	17-16 1999.24657534247
201	#FF7E5D	17-17 1999.24657534247
202	#FF8160	17-18 1999.24657534247
203	#FF8565	17-19 1999.24657534247
204	#FFA287	17-2 1999.24657534247
205	#FF8C6D	17-20 1999.24657534247
