group	fill	key
1	#FEFDFF	1996 1-1
2	#E3CFFF	1996 1-10
3	#EFE4FF	1996 1-11
4	#F6EFFF	1996 1-12
5	#F5EDFF	1996 1-13
6	#F2E8FF	1996 1-14
7	#F8F2FF	1996 1-15
8	#F7F1FF	1996 1-16
9	#FFF4F0	1996 1-17
10	#FFDFD3	1996 1-18
11	#FEFEFF	1996 1-19
12	#FCFAFF	1996 1-2
13	#FAF6FF	1996 1-20
14	#FFF5F1	1996 1-21
15	#FFE9E1	1996 1-22
16	#FFDACD	1996 1-23
17	#FFEAE3	1996 1-24
18	#FBF8FF	1996 1-3
19	#FAF7FF	1996 1-4
20	#FBF8FF	1996 1-5
21	#F6EEFF	1996 1-6
22	#E0CBFF	1996 1-7
23	#ECDEFF	1996 1-8
24	#EEE1FF	1996 1-9
25	#FFE0D5	1996 10-1
26	#D9BFFF	1996 10-10
27	#F3EAFF	1996 10-11
28	#FDFBFF	1996 10-12
29	#F1E6FF	1996 10-13
30	#FFFBFA	1996 10-14
31	#F3EAFF	1996 10-15
32	#E8D7FF	1996 10-16
33	#F2E9FF	1996 10-17
34	#F2E9FF	1996 10-18
35	#F4ECFF	1996 10-19
36	#FFE4DA	1996 10-2
37	#FAF7FF	1996 10-20
38	#FCFAFF	1996 10-21
39	#F1E6FF	1996 10-22
40	#FFFDFC	1996 10-23
41	#F9F5FF	1996 10-24
42	#FFE0D5	1996 10-3
43	#FFECE5	1996 10-4
44	#FFFEFE	1996 10-5
45	#F6EEFF	1996 10-6
46	#F8F3FF	1996 10-7
47	#F6F0FF	1996 10-8
48	#DDC6FF	1996 10-9
49	#FFE0D5	1996 11-1
50	#DBC3FF	1996 11-10
51	#E1CCFF	1996 11-11
52	#EFE3FF	1996 11-12
53	#F1E6FF	1996 11-13
54	#F7F1FF	1996 11-14
55	#F0E5FF	1996 11-15
56	#E8D7FF	1996 11-16
57	#F7F1FF	1996 11-17
58	#F2E9FF	1996 11-18
59	#F1E7FF	1996 11-19
