group	fill	key
1	#F8F3FF	1996.58196721311 1-1
2	#F5EDFF	1996.58196721311 1-10
3	#FAF6FF	1996.58196721311 1-11
4	#FFF8F6	1996.58196721311 1-12
5	#FFF0EA	1996.58196721311 1-13
6	#FFD8CA	1996.58196721311 1-14
7	#FFE2D8	1996.58196721311 1-15
8	#FFE3D9	1996.58196721311 1-16
9	#F7F1FF	1996.58196721311 1-17
10	#ECDEFF	1996.58196721311 1-18
11	#FCF9FF	1996.58196721311 1-19
12	#FFFEFD	1996.58196721311 1-2
13	#FFF3EF	1996.58196721311 1-20
14	#FEFEFF	1996.58196721311 1-21
15	#FFE8DF	1996.58196721311 1-22
16	#FFF0EB	1996.58196721311 1-23
17	#FDFCFF	1996.58196721311 1-24
18	#FEFDFF	1996.58196721311 1-3
19	#FFFBF9	1996.58196721311 1-4
20	#FEFEFF	1996.58196721311 1-5
21	#FFF8F5	1996.58196721311 1-6
22	#FFFDFC	1996.58196721311 1-7
23	#F6EEFF	1996.58196721311 1-8
24	#F4ECFF	1996.58196721311 1-9
25	#F9F5FF	1996.58196721311 10-1
26	#F1E7FF	1996.58196721311 10-10
27	#F9F4FF	1996.58196721311 10-11
28	#FBF9FF	1996.58196721311 10-12
29	#FBF8FF	1996.58196721311 10-13
30	#FFEEE7	1996.58196721311 10-14
31	#FDFCFF	1996.58196721311 10-15
32	#F7F1FF	1996.58196721311 10-16
33	#FFFFFF	1996.58196721311 10-17
34	#EDDFFF	1996.58196721311 10-18
35	#FDFCFF	1996.58196721311 10-19
36	#FFFDFC	1996.58196721311 10-2
37	#FFF5F2	1996.58196721311 10-20
38	#FDFBFF	1996.58196721311 10-21
39	#DEC8FF	1996.58196721311 10-22
40	#D9BFFF	1996.58196721311 10-23
41	#D8BFFF	1996.58196721311 10-24
42	#FFFFFF	1996.58196721311 10-3
43	#FEFDFF	1996.58196721311 10-4
44	#F9F4FF	1996.58196721311 10-5
45	#F3EAFF	1996.58196721311 10-6
46	#F8F2FF	1996.58196721311 10-7
47	#E5D3FF	1996.58196721311 10-8
48	#D6BBFF	1996.58196721311 10-9
49	#F9F5FF	1996.58196721311 11-1
50	#F1E6FF	1996.58196721311 11-10
51	#FDFBFF	1996.58196721311 11-11
52	#F2E9FF	1996.58196721311 11-12
53	#FBF8FF	1996.58196721311 11-13
54	#FFF1EC	1996.58196721311 11-14
55	#FFFCFB	1996.58196721311 11-15
56	#F7F1FF	1996.58196721311 11-16
57	#E2CEFF	1996.58196721311 11-17
58	#EDDFFF	1996.58196721311 11-18
59	#FCF9FF	1996.58196721311 11-19
60	#FDFCFF	1996.58196721311 11-2
61	#FFF7F5	1996.58196721311 11-20
62	#FDFBFF	1996.58196721311 11-21
63	#C7A6FF	1996.58196721311 11-22
64	#DEC8FF	1996.58196721311 11-23
65	#CEB0FF	1996.58196721311 11-24
66	#FFFFFF	1996.58196721311 11-3
67	#FFFFFF	1996.58196721311 11-4
68	#FAF6FF	1996.58196721311 11-5
69	#F3EAFF	1996.58196721311 11-6
70	#F6F0FF	1996.58196721311 11-7
71	#E2CDFF	1996.58196721311 11-8
72	#DAC2FF	1996.58196721311 11-9
73	#F8F2FF	1996.58196721311 12-1
74	#E4D1FF	1996.58196721311 12-10
75	#F8F3FF	1996.58196721311 12-11
76	#E5D2FF	1996.58196721311 12-12
77	#F0E5FF	1996.58196721311 12-13
78	#FFFCFB	1996.58196721311 12-14
79	#F4EBFF	1996.58196721311 12-15
80	#FBF8FF	1996.58196721311 12-16
81	#FAF6FF	1996.58196721311 12-17
82	#EEE1FF	1996.58196721311 12-18
83	#FDFBFF	1996.58196721311 12-19
84	#FFFAF8	1996.58196721311 12-2
85	#F9F4FF	1996.58196721311 12-20
86	#FFFAF8	1996.58196721311 12-21
87	#E2CDFF	1996.58196721311 12-22
88	#D2B5FF	1996.58196721311 12-23
89	#D0B3FF	1996.58196721311 12-24
90	#FFF8F6	1996.58196721311 12-3
91	#FEFEFF	1996.58196721311 12-4
92	#EFE3FF	1996.58196721311 12-5
93	#F2E9FF	1996.58196721311 12-6
94	#E7D5FF	1996.58196721311 12-7
95	#DEC7FF	1996.58196721311 12-8
96	#D6BCFF	1996.58196721311 12-9
97	#FFFBF9	1996.58196721311 13-1
98	#F0E5FF	1996.58196721311 13-10
99	#F4EBFF	1996.58196721311 13-11
100	#EEE2FF	1996.58196721311 13-12
101	#EEE2FF	1996.58196721311 13-13
102	#FFFCFB	1996.58196721311 13-14
103	#FCFAFF	1996.58196721311 13-15
104	#F7F1FF	1996.58196721311 13-16
105	#FCFAFF	1996.58196721311 13-17
106	#FFFCFB	1996.58196721311 13-18
107	#FFF8F5	1996.58196721311 13-19
