group	fill	key
1	#FF997B	1-1 1998.74794520548
2	#FF997B	1-10 1998.74794520548
3	#FF8A6B	1-11 1998.74794520548
4	#FF8160	1-12 1998.74794520548
5	#FF8362	1-13 1998.74794520548
6	#FF7C5B	1-14 1998.74794520548
7	#FF7E5D	1-15 1998.74794520548
8	#FF8362	1-16 1998.74794520548
9	#FF8160	1-17 1998.74794520548
10	#FF8A6B	1-18 1998.74794520548
11	#FF8F70	1-19 1998.74794520548
12	#FF9678	1-2 1998.74794520548
13	#FF8565	1-20 1998.74794520548
14	#FF8160	1-21 1998.74794520548
15	#FF8362	1-22 1998.74794520548
16	#FF9273	1-23 1998.74794520548
17	#FFAC93	1-24 1998.74794520548
18	#FF9476	1-3 1998.74794520548
19	#FF8F70	1-4 1998.74794520548
20	#FF8C6D	1-5 1998.74794520548
21	#FF8C6D	1-6 1998.74794520548
22	#FF8A6B	1-7 1998.74794520548
23	#FF9273	1-8 1998.74794520548
24	#FF9B7E	1-9 1998.74794520548
25	#FFB198	10-1 1998.74794520548
26	#FF9678	10-10 1998.74794520548
27	#FF8C6D	10-11 1998.74794520548
28	#FF8C6D	10-12 1998.74794520548
29	#FF8565	10-13 1998.74794520548
30	#FF7755	10-14 1998.74794520548
31	#FF8362	10-15 1998.74794520548
32	#FF9273	10-16 1998.74794520548
33	#FF7C5B	10-17 1998.74794520548
34	#FF7C5B	10-18 1998.74794520548
35	#FF6F4D	10-19 1998.74794520548
36	#FFAE95	10-2 1998.74794520548
37	#FF7452	10-20 1998.74794520548
38	#FF8160	10-21 1998.74794520548
39	#FF997B	10-22 1998.74794520548
40	#FF9D81	10-23 1998.74794520548
41	#FFB198	10-24 1998.74794520548
42	#FFAE95	10-3 1998.74794520548
43	#FFAA90	10-4 1998.74794520548
44	#FFA88D	10-5 1998.74794520548
45	#FFA287	10-6 1998.74794520548
46	#FF9D81	10-7 1998.74794520548
47	#FF9B7E	10-8 1998.74794520548
48	#FFA084	10-9 1998.74794520548
49	#FFB198	11-1 1998.74794520548
50	#FF9476	11-10 1998.74794520548
51	#FF8C6D	11-11 1998.74794520548
52	#FF8C6D	11-12 1998.74794520548
53	#FF8565	11-13 1998.74794520548
54	#FF8160	11-14 1998.74794520548
55	#FF9273	11-15 1998.74794520548
56	#FF9273	11-16 1998.74794520548
57	#FF8362	11-17 1998.74794520548
58	#FF7C5B	11-18 1998.74794520548
59	#FF7452	11-19 1998.74794520548
60	#FFB39B	11-2 1998.74794520548
61	#FF7958	11-20 1998.74794520548
62	#FF8160	11-21 1998.74794520548
63	#FF997B	11-22 1998.74794520548
64	#FFA084	11-23 1998.74794520548
65	#FFAC93	11-24 1998.74794520548
66	#FFAE95	11-3 1998.74794520548
67	#FFAC93	11-4 1998.74794520548
68	#FFAA90	11-5 1998.74794520548
69	#FFA287	11-6 1998.74794520548
70	#FFA084	11-7 1998.74794520548
71	#FFA084	11-8 1998.74794520548
72	#FF9D81	11-9 1998.74794520548
73	#FFB69E	12-1 1998.74794520548
74	#FF9273	12-10 1998.74794520548
75	#FF8F70	12-11 1998.74794520548
76	#FF8C6D	12-12 1998.74794520548
77	#FF8C6D	12-13 1998.74794520548
78	#FF9476	12-14 1998.74794520548
79	#FFA88D	12-15 1998.74794520548
80	#FF8565	12-16 1998.74794520548
81	#FF7452	12-17 1998.74794520548
82	#FF7E5D	12-18 1998.74794520548
83	#FF7452	12-19 1998.74794520548
84	#FFB69E	12-2 1998.74794520548
85	#FF7958	12-20 1998.74794520548
86	#FF7E5D	12-21 1998.74794520548
87	#FF997B	12-22 1998.74794520548
88	#FFA88D	12-23 1998.74794520548
89	#FFB198	12-24 1998.74794520548
90	#FFB198	12-3 1998.74794520548
91	#FFAE95	12-4 1998.74794520548
92	#FFAC93	12-5 1998.74794520548
93	#FFA88D	12-6 1998.74794520548
94	#FFA58A	12-7 1998.74794520548
95	#FFA58A	12-8 1998.74794520548
96	#FF9D81	12-9 1998.74794520548
97	#FFB8A1	13-1 1998.74794520548
98	#FF8F70	13-10 1998.74794520548
99	#FF8A6B	13-11 1998.74794520548
100	#FF8565	13-12 1998.74794520548
101	#FF9273	13-13 1998.74794520548
102	#FF8565	13-14 1998.74794520548
103	#FF9273	13-15 1998.74794520548
104	#FF8160	13-16 1998.74794520548
105	#FF7452	13-17 1998.74794520548
106	#FF7452	13-18 1998.74794520548
107	#FF7755	13-19 1998.74794520548
108	#FFB8A1	13-2 1998.74794520548
109	#FF7958	13-20 1998.74794520548
110	#FF8362	13-21 1998.74794520548
111	#FF997B	13-22 1998.74794520548
112	#FFAA90	13-23 1998.74794520548
113	#FFB69E	13-24 1998.74794520548
114	#FFB39B	13-3 1998.74794520548
115	#FFB198	13-4 1998.74794520548
116	#FFAE95	13-5 1998.74794520548
117	#FFAA90	13-6 1998.74794520548
118	#FFA88D	13-7 1998.74794520548
119	#FFA88D	13-8 1998.74794520548
120	#FFA084	13-9 1998.74794520548
121	#FFBDA8	14-1 1998.74794520548
122	#FF9273	14-10 1998.74794520548
123	#FF8868	14-11 1998.74794520548
124	#FF8868	14-12 1998.74794520548
125	#FF8F70	14-13 1998.74794520548
126	#FF7755	14-14 1998.74794520548
127	#FF7C5B	14-15 1998.74794520548
128	#FF7958	14-16 1998.74794520548
129	#FF7250	14-17 1998.74794520548
130	#FF7755	14-18 1998.74794520548
131	#FF7452	14-19 1998.74794520548
132	#FFBBA5	14-2 1998.74794520548
133	#FF8362	14-20 1998.74794520548
134	#FF8A6B	14-21 1998.74794520548
135	#FF8868	14-22 1998.74794520548
136	#FFAA90	14-23 1998.74794520548
137	#FFB69E	14-24 1998.74794520548
138	#FFB69E	14-3 1998.74794520548
139	#FFB69E	14-4 1998.74794520548
140	#FFAE95	14-5 1998.74794520548
141	#FFAA90	14-6 1998.74794520548
142	#FFA88D	14-7 1998.74794520548
143	#FF9B7E	14-8 1998.74794520548
144	#FFA287	14-9 1998.74794520548
145	#FFC0AB	15-1 1998.74794520548
146	#FFA084	15-10 1998.74794520548
147	#FF8C6D	15-11 1998.74794520548
148	#FF8A6B	15-12 1998.74794520548
149	#FF8160	15-13 1998.74794520548
150	#FF7755	15-14 1998.74794520548
151	#FF7250	15-15 1998.74794520548
152	#FF7452	15-16 1998.74794520548
153	#FF7755	15-17 1998.74794520548
154	#FF7C5B	15-18 1998.74794520548
155	#FF7250	15-19 1998.74794520548
156	#FFBDA8	15-2 1998.74794520548
157	#FF7E5D	15-20 1998.74794520548
158	#FF7958	15-21 1998.74794520548
159	#FF8160	15-22 1998.74794520548
160	#FF9D81	15-23 1998.74794520548
161	#FFB39B	15-24 1998.74794520548
162	#FFB8A1	15-3 1998.74794520548
163	#FFB39B	15-4 1998.74794520548
164	#FFA287	15-5 1998.74794520548
165	#FFA88D	15-6 1998.74794520548
166	#FF9476	15-7 1998.74794520548
167	#FFA084	15-8 1998.74794520548
168	#FFAA90	15-9 1998.74794520548
169	#FFC7B5	16-1 1998.74794520548
170	#FF9678	16-10 1998.74794520548
171	#FFA88D	16-11 1998.74794520548
172	#FF9D81	16-12 1998.74794520548
173	#FF8362	16-13 1998.74794520548
174	#FF8160	16-14 1998.74794520548
175	#FF7250	16-15 1998.74794520548
176	#FF7250	16-16 1998.74794520548
177	#FF7755	16-17 1998.74794520548
178	#FF7958	16-18 1998.74794520548
179	#FF7250	16-19 1998.74794520548
180	#FFBDA8	16-2 1998.74794520548
181	#FF7958	16-20 1998.74794520548
182	#FF7E5D	16-21 1998.74794520548
183	#FF8160	16-22 1998.74794520548
184	#FF8565	16-23 1998.74794520548
185	#FFA58A	16-24 1998.74794520548
186	#FFB69E	16-3 1998.74794520548
187	#FF9476	16-4 1998.74794520548
188	#FFAE95	16-5 1998.74794520548
189	#FFAA90	16-6 1998.74794520548
190	#FF9476	16-7 1998.74794520548
191	#FF8868	16-8 1998.74794520548
192	#FF8868	16-9 1998.74794520548
193	#FFC2AE	17-1 1998.74794520548
194	#FF8A6B	17-10 1998.74794520548
195	#FF8F70	17-11 1998.74794520548
196	#FF997B	17-12 1998.74794520548
197	#FF8868	17-13 1998.74794520548
198	#FF8362	17-14 1998.74794520548
199	#FF7452	17-15 1998.74794520548
200	#FF7250	17-16 1998.74794520548
201	#FF7E5D	17-17 1998.74794520548
202	#FF7250	17-18 1998.74794520548
203	#FF7250	17-19 1998.74794520548
204	#FFB39B	17-2 1998.74794520548
205	#FF7755	17-20 1998.74794520548
206	#FF7E5D	17-21 1998.74794520548
207	#FF8868	17-22 1998.74794520548
208	#FF8868	17-23 1998.74794520548
209	#FF8565	17-24 1998.74794520548
210	#FFA58A	17-3 1998.74794520548
211	#FFB69E	17-4 1998.74794520548
212	#FF997B	17-5 1998.74794520548
213	#FF8C6D	17-6 1998.74794520548
214	#FF7E5D	17-7 1998.74794520548
215	#FF8160	17-8 1998.74794520548
216	#FF7E5D	17-9 1998.74794520548
217	#FFAC93	18-1 1998.74794520548
218	#FF8868	18-10 1998.74794520548
219	#FF7E5D	18-11 1998.74794520548
220	#FF8868	18-12 1998.74794520548
221	#FF8A6B	18-13 1998.74794520548
222	#FF7755	18-14 1998.74794520548
223	#FF7755	18-15 1998.74794520548
224	#FF7250	18-16 1998.74794520548
225	#FF8362	18-17 1998.74794520548
226	#FF7250	18-18 1998.74794520548
227	#FF7452	18-19 1998.74794520548
228	#FF9273	18-2 1998.74794520548
229	#FF7755	18-20 1998.74794520548
