group	fill	key
1	#FF8A6B	1-1 1997.32876712329
2	#FF8160	1-10 1997.32876712329
3	#FF7C5B	1-11 1997.32876712329
4	#FF6F4D	1-12 1997.32876712329
5	#FF6C4B	1-13 1997.32876712329
6	#FF6C4B	1-14 1997.32876712329
7	#FF7755	1-15 1997.32876712329
8	#FF7E5D	1-16 1997.32876712329
9	#FF8362	1-17 1997.32876712329
10	#FF9476	1-18 1997.32876712329
11	#FFA084	1-19 1997.32876712329
12	#FF8565	1-2 1997.32876712329
13	#FF8868	1-20 1997.32876712329
14	#FF6F4D	1-21 1997.32876712329
15	#FF5C3C	1-22 1997.32876712329
16	#FF5636	1-23 1997.32876712329
17	#FF7755	1-24 1997.32876712329
18	#FF8565	1-3 1997.32876712329
19	#FF8160	1-4 1997.32876712329
20	#FF7E5D	1-5 1997.32876712329
21	#FF7E5D	1-6 1997.32876712329
22	#FF8160	1-7 1997.32876712329
23	#FF7C5B	1-8 1997.32876712329
24	#FF7E5D	1-9 1997.32876712329
25	#FF9476	10-1 1997.32876712329
26	#FF7E5D	10-10 1997.32876712329
27	#FF7E5D	10-11 1997.32876712329
28	#FF6F4D	10-12 1997.32876712329
29	#FF6C4B	10-13 1997.32876712329
30	#FF6948	10-14 1997.32876712329
31	#FF7452	10-15 1997.32876712329
32	#FF8A6B	10-16 1997.32876712329
33	#FF7250	10-17 1997.32876712329
34	#FF7250	10-18 1997.32876712329
35	#FF7755	10-19 1997.32876712329
36	#FF9273	10-2 1997.32876712329
37	#FF7958	10-20 1997.32876712329
38	#FF8868	10-21 1997.32876712329
39	#FF9476	10-22 1997.32876712329
40	#FF9678	10-23 1997.32876712329
41	#FFA58A	10-24 1997.32876712329
42	#FF8F70	10-3 1997.32876712329
43	#FF8C6D	10-4 1997.32876712329
44	#FF8868	10-5 1997.32876712329
45	#FF8160	10-6 1997.32876712329
46	#FF8160	10-7 1997.32876712329
47	#FF8160	10-8 1997.32876712329
48	#FF8362	10-9 1997.32876712329
49	#FF9476	11-1 1997.32876712329
50	#FF8160	11-10 1997.32876712329
51	#FF7958	11-11 1997.32876712329
52	#FF6C4B	11-12 1997.32876712329
53	#FF6C4B	11-13 1997.32876712329
54	#FF6948	11-14 1997.32876712329
55	#FF7C5B	11-15 1997.32876712329
56	#FF8A6B	11-16 1997.32876712329
57	#FF7E5D	11-17 1997.32876712329
58	#FF7250	11-18 1997.32876712329
59	#FF7755	11-19 1997.32876712329
60	#FF9476	11-2 1997.32876712329
61	#FF7755	11-20 1997.32876712329
62	#FF8868	11-21 1997.32876712329
63	#FF9B7E	11-22 1997.32876712329
64	#FFA084	11-23 1997.32876712329
65	#FFAA90	11-24 1997.32876712329
66	#FF8F70	11-3 1997.32876712329
67	#FF8F70	11-4 1997.32876712329
68	#FF8868	11-5 1997.32876712329
69	#FF8160	11-6 1997.32876712329
70	#FF7E5D	11-7 1997.32876712329
71	#FF7E5D	11-8 1997.32876712329
72	#FF7E5D	11-9 1997.32876712329
73	#FF9678	12-1 1997.32876712329
74	#FF7C5B	12-10 1997.32876712329
75	#FF7958	12-11 1997.32876712329
76	#FF6F4D	12-12 1997.32876712329
77	#FF6948	12-13 1997.32876712329
78	#FF7452	12-14 1997.32876712329
79	#FF7E5D	12-15 1997.32876712329
80	#FF7E5D	12-16 1997.32876712329
81	#FF7452	12-17 1997.32876712329
82	#FF7C5B	12-18 1997.32876712329
83	#FF7250	12-19 1997.32876712329
84	#FF9476	12-2 1997.32876712329
85	#FF7958	12-20 1997.32876712329
86	#FF7E5D	12-21 1997.32876712329
87	#FF9B7E	12-22 1997.32876712329
88	#FFA88D	12-23 1997.32876712329
89	#FFB39B	12-24 1997.32876712329
