group	fill	key
1	#FFD9CB	2000.91530054645 1-1
2	#F3EAFF	2000.91530054645 1-10
3	#FBF7FF	2000.91530054645 1-11
4	#FFFAF8	2000.91530054645 1-12
5	#F0E4FF	2000.91530054645 1-13
6	#F9F4FF	2000.91530054645 1-14
7	#F0E5FF	2000.91530054645 1-15
8	#EEE2FF	2000.91530054645 1-16
9	#FAF7FF	2000.91530054645 1-17
10	#FFECE5	2000.91530054645 1-18
11	#FEFDFF	2000.91530054645 1-19
12	#FFE3D9	2000.91530054645 1-2
13	#FFF1EB	2000.91530054645 1-20
14	#FFF8F6	2000.91530054645 1-21
15	#FFE5DB	2000.91530054645 1-22
16	#FFDCD0	2000.91530054645 1-23
17	#FFE7DE	2000.91530054645 1-24
18	#FFF6F2	2000.91530054645 1-3
19	#FFF5F1	2000.91530054645 1-4
20	#FFFDFC	2000.91530054645 1-5
21	#F8F3FF	2000.91530054645 1-6
22	#F7F1FF	2000.91530054645 1-7
23	#F1E6FF	2000.91530054645 1-8
24	#FAF7FF	2000.91530054645 1-9
25	#FFFDFC	2000.91530054645 10-1
26	#EADBFF	2000.91530054645 10-10
27	#D7BDFF	2000.91530054645 10-11
28	#EBDDFF	2000.91530054645 10-12
29	#F9F5FF	2000.91530054645 10-13
30	#FFF9F6	2000.91530054645 10-14
31	#FFF8F6	2000.91530054645 10-15
32	#E1CCFF	2000.91530054645 10-16
33	#E4D1FF	2000.91530054645 10-17
34	#F8F3FF	2000.91530054645 10-18
35	#F7F1FF	2000.91530054645 10-19
36	#F8F3FF	2000.91530054645 10-2
37	#E9DAFF	2000.91530054645 10-20
38	#F2E7FF	2000.91530054645 10-21
39	#D9BFFF	2000.91530054645 10-22
40	#AE85FF	2000.91530054645 10-23
41	#9A6EFF	2000.91530054645 10-24
42	#F7F0FF	2000.91530054645 10-3
43	#F8F3FF	2000.91530054645 10-4
44	#F9F4FF	2000.91530054645 10-5
45	#FAF7FF	2000.91530054645 10-6
46	#F6F0FF	2000.91530054645 10-7
47	#F6F0FF	2000.91530054645 10-8
48	#EDE0FF	2000.91530054645 10-9
49	#FFFDFC	2000.91530054645 11-1
50	#E6D5FF	2000.91530054645 11-10
51	#DFC9FF	2000.91530054645 11-11
52	#ECDEFF	2000.91530054645 11-12
53	#F9F5FF	2000.91530054645 11-13
54	#FBF7FF	2000.91530054645 11-14
55	#FFFFFE	2000.91530054645 11-15
56	#E1CCFF	2000.91530054645 11-16
57	#E7D6FF	2000.91530054645 11-17
58	#F8F3FF	2000.91530054645 11-18
59	#FFFCFB	2000.91530054645 11-19
60	#FFFDFC	2000.91530054645 11-2
61	#FFFEFD	2000.91530054645 11-20
62	#F2E7FF	2000.91530054645 11-21
63	#E3D0FF	2000.91530054645 11-22
64	#BD98FF	2000.91530054645 11-23
65	#9265FF	2000.91530054645 11-24
66	#F7F0FF	2000.91530054645 11-3
67	#F7F0FF	2000.91530054645 11-4
68	#FBF9FF	2000.91530054645 11-5
69	#FAF7FF	2000.91530054645 11-6
70	#FFFFFF	2000.91530054645 11-7
71	#F2E8FF	2000.91530054645 11-8
72	#E6D5FF	2000.91530054645 11-9
73	#FFF9F7	2000.91530054645 12-1
74	#DBC4FF	2000.91530054645 12-10
75	#E5D3FF	2000.91530054645 12-11
76	#F6EEFF	2000.91530054645 12-12
77	#FBF8FF	2000.91530054645 12-13
78	#FFF7F4	2000.91530054645 12-14
79	#FFFFFF	2000.91530054645 12-15
80	#EDE0FF	2000.91530054645 12-16
81	#F7F0FF	2000.91530054645 12-17
82	#FAF6FF	2000.91530054645 12-18
83	#FDFCFF	2000.91530054645 12-19
84	#FCF9FF	2000.91530054645 12-2
85	#F7F1FF	2000.91530054645 12-20
86	#F8F3FF	2000.91530054645 12-21
87	#DAC2FF	2000.91530054645 12-22
88	#C4A2FF	2000.91530054645 12-23
89	#9165FF	2000.91530054645 12-24
90	#FBF8FF	2000.91530054645 12-3
91	#FEFDFF	2000.91530054645 12-4
92	#FEFEFF	2000.91530054645 12-5
93	#F3EAFF	2000.91530054645 12-6
94	#F3EAFF	2000.91530054645 12-7
95	#F0E5FF	2000.91530054645 12-8
96	#EADBFF	2000.91530054645 12-9
97	#FCFAFF	2000.91530054645 13-1
98	#E6D4FF	2000.91530054645 13-10
99	#EADBFF	2000.91530054645 13-11
100	#F2E8FF	2000.91530054645 13-12
101	#FFFDFD	2000.91530054645 13-13
102	#FEFEFF	2000.91530054645 13-14
103	#F4ECFF	2000.91530054645 13-15
104	#FEFEFF	2000.91530054645 13-16
105	#FEFDFF	2000.91530054645 13-17
106	#F6F0FF	2000.91530054645 13-18
107	#FEFEFF	2000.91530054645 13-19
108	#F8F2FF	2000.91530054645 13-2
109	#F7F1FF	2000.91530054645 13-20
110	#F7F1FF	2000.91530054645 13-21
111	#CDAEFF	2000.91530054645 13-22
112	#BF9AFF	2000.91530054645 13-23
113	#AF87FF	2000.91530054645 13-24
114	#FCFAFF	2000.91530054645 13-3
115	#FBF8FF	2000.91530054645 13-4
116	#F6EFFF	2000.91530054645 13-5
