group	fill	key
1	#FF8F70	1-1 1996.41530054645
2	#FF8868	1-10 1996.41530054645
3	#FF7C5B	1-11 1996.41530054645
4	#FF7958	1-12 1996.41530054645
5	#FF6F4D	1-13 1996.41530054645
6	#FF6F4D	1-14 1996.41530054645
7	#FF6948	1-15 1996.41530054645
8	#FF6F4D	1-16 1996.41530054645
9	#FF7C5B	1-17 1996.41530054645
10	#FF8F70	1-18 1996.41530054645
11	#FF9B7E	1-19 1996.41530054645
12	#FF8C6D	1-2 1996.41530054645
13	#FF7C5B	1-20 1996.41530054645
14	#FF5434	1-21 1996.41530054645
15	#FF2812	1-22 1996.41530054645
16	#FF2D15	1-23 1996.41530054645
17	#FF5636	1-24 1996.41530054645
18	#FF8A6B	1-3 1996.41530054645
19	#FF8565	1-4 1996.41530054645
20	#FF8160	1-5 1996.41530054645
21	#FF8160	1-6 1996.41530054645
22	#FF8160	1-7 1996.41530054645
23	#FF8565	1-8 1996.41530054645
24	#FF8A6B	1-9 1996.41530054645
25	#FFA58A	10-1 1996.41530054645
26	#FF9678	10-10 1996.41530054645
27	#FF8A6B	10-11 1996.41530054645
28	#FF8868	10-12 1996.41530054645
29	#FF7E5D	10-13 1996.41530054645
30	#FF7755	10-14 1996.41530054645
31	#FF8362	10-15 1996.41530054645
32	#FF9D81	10-16 1996.41530054645
33	#FF7958	10-17 1996.41530054645
34	#FF7958	10-18 1996.41530054645
35	#FF6F4D	10-19 1996.41530054645
36	#FFA287	10-2 1996.41530054645
37	#FF6948	10-20 1996.41530054645
38	#FF6F4D	10-21 1996.41530054645
39	#FF7E5D	10-22 1996.41530054645
40	#FF7E5D	10-23 1996.41530054645
41	#FF8362	10-24 1996.41530054645
42	#FFA084	10-3 1996.41530054645
43	#FF997B	10-4 1996.41530054645
44	#FF9678	10-5 1996.41530054645
45	#FF9476	10-6 1996.41530054645
46	#FF8F70	10-7 1996.41530054645
47	#FF9476	10-8 1996.41530054645
48	#FF9B7E	10-9 1996.41530054645
49	#FFA58A	11-1 1996.41530054645
50	#FF9476	11-10 1996.41530054645
51	#FF8C6D	11-11 1996.41530054645
52	#FF8868	11-12 1996.41530054645
53	#FF7E5D	11-13 1996.41530054645
54	#FF7E5D	11-14 1996.41530054645
55	#FF9476	11-15 1996.41530054645
56	#FF9D81	11-16 1996.41530054645
57	#FF8362	11-17 1996.41530054645
58	#FF7958	11-18 1996.41530054645
59	#FF6948	11-19 1996.41530054645
60	#FFA88D	11-2 1996.41530054645
61	#FF6F4D	11-20 1996.41530054645
62	#FF6F4D	11-21 1996.41530054645
63	#FF8565	11-22 1996.41530054645
64	#FF8362	11-23 1996.41530054645
65	#FF8160	11-24 1996.41530054645
66	#FFA084	11-3 1996.41530054645
67	#FF9D81	11-4 1996.41530054645
68	#FF997B	11-5 1996.41530054645
69	#FF9476	11-6 1996.41530054645
70	#FF9273	11-7 1996.41530054645
71	#FF997B	11-8 1996.41530054645
72	#FF9D81	11-9 1996.41530054645
73	#FFA88D	12-1 1996.41530054645
74	#FF997B	12-10 1996.41530054645
75	#FF8F70	12-11 1996.41530054645
76	#FF8868	12-12 1996.41530054645
77	#FF7958	12-13 1996.41530054645
78	#FF8F70	12-14 1996.41530054645
79	#FF997B	12-15 1996.41530054645
80	#FF8868	12-16 1996.41530054645
81	#FF6F4D	12-17 1996.41530054645
82	#FF7452	12-18 1996.41530054645
83	#FF6746	12-19 1996.41530054645
84	#FFA58A	12-2 1996.41530054645
85	#FF7452	12-20 1996.41530054645
86	#FF6C4B	12-21 1996.41530054645
87	#FF8160	12-22 1996.41530054645
88	#FF8868	12-23 1996.41530054645
89	#FF8F70	12-24 1996.41530054645
90	#FFA287	12-3 1996.41530054645
91	#FFA084	12-4 1996.41530054645
92	#FFA084	12-5 1996.41530054645
93	#FF997B	12-6 1996.41530054645
94	#FF997B	12-7 1996.41530054645
95	#FFA084	12-8 1996.41530054645
96	#FFA084	12-9 1996.41530054645
97	#FFAA90	13-1 1996.41530054645
98	#FF9B7E	13-10 1996.41530054645
99	#FF8C6D	13-11 1996.41530054645
100	#FF8868	13-12 1996.41530054645
101	#FF8362	13-13 1996.41530054645
102	#FF8565	13-14 1996.41530054645
103	#FF8A6B	13-15 1996.41530054645
104	#FF8362	13-16 1996.41530054645
105	#FF7250	13-17 1996.41530054645
106	#FF6948	13-18 1996.41530054645
107	#FF6C4B	13-19 1996.41530054645
108	#FFAA90	13-2 1996.41530054645
109	#FF7452	13-20 1996.41530054645
110	#FF7755	13-21 1996.41530054645
111	#FF8362	13-22 1996.41530054645
112	#FF8868	13-23 1996.41530054645
113	#FF9B7E	13-24 1996.41530054645
114	#FFA58A	13-3 1996.41530054645
115	#FFA88D	13-4 1996.41530054645
116	#FFA88D	13-5 1996.41530054645
117	#FFA084	13-6 1996.41530054645
118	#FFA287	13-7 1996.41530054645
119	#FFA88D	13-8 1996.41530054645
120	#FFA287	13-9 1996.41530054645
121	#FFAA90	14-1 1996.41530054645
122	#FF997B	14-10 1996.41530054645
123	#FF8C6D	14-11 1996.41530054645
124	#FF8868	14-12 1996.41530054645
125	#FF9678	14-13 1996.41530054645
126	#FF8160	14-14 1996.41530054645
127	#FF7C5B	14-15 1996.41530054645
128	#FF7755	14-16 1996.41530054645
129	#FF6F4D	14-17 1996.41530054645
130	#FF6F4D	14-18 1996.41530054645
131	#FF7250	14-19 1996.41530054645
132	#FFAC93	14-2 1996.41530054645
133	#FF7958	14-20 1996.41530054645
134	#FF7E5D	14-21 1996.41530054645
135	#FF7C5B	14-22 1996.41530054645
136	#FF8868	14-23 1996.41530054645
137	#FF9B7E	14-24 1996.41530054645
138	#FFA88D	14-3 1996.41530054645
139	#FFAA90	14-4 1996.41530054645
140	#FFAC93	14-5 1996.41530054645
141	#FFAA90	14-6 1996.41530054645
142	#FFB39B	14-7 1996.41530054645
143	#FFA88D	14-8 1996.41530054645
144	#FFA88D	14-9 1996.41530054645
145	#FFAE95	15-1 1996.41530054645
146	#FFAC93	15-10 1996.41530054645
147	#FF8565	15-11 1996.41530054645
148	#FF8C6D	15-12 1996.41530054645
149	#FF9476	15-13 1996.41530054645
150	#FF8362	15-14 1996.41530054645
151	#FF7C5B	15-15 1996.41530054645
152	#FF7958	15-16 1996.41530054645
153	#FF7755	15-17 1996.41530054645
154	#FF7755	15-18 1996.41530054645
155	#FF7250	15-19 1996.41530054645
156	#FFB198	15-2 1996.41530054645
157	#FF7452	15-20 1996.41530054645
158	#FF6C4B	15-21 1996.41530054645
159	#FF7452	15-22 1996.41530054645
160	#FF8565	15-23 1996.41530054645
161	#FF9476	15-24 1996.41530054645
162	#FFAC93	15-3 1996.41530054645
163	#FFB69E	15-4 1996.41530054645
164	#FFB69E	15-5 1996.41530054645
165	#FFB69E	15-6 1996.41530054645
166	#FFA084	15-7 1996.41530054645
167	#FFA88D	15-8 1996.41530054645
168	#FFB198	15-9 1996.41530054645
169	#FFB198	16-1 1996.41530054645
170	#FFBBA5	16-10 1996.41530054645
171	#FFB69E	16-11 1996.41530054645
172	#FFA88D	16-12 1996.41530054645
173	#FF9678	16-13 1996.41530054645
174	#FF8565	16-14 1996.41530054645
175	#FF7755	16-15 1996.41530054645
176	#FF7755	16-16 1996.41530054645
177	#FF7452	16-17 1996.41530054645
178	#FF7250	16-18 1996.41530054645
179	#FF6F4D	16-19 1996.41530054645
180	#FFB198	16-2 1996.41530054645
181	#FF7755	16-20 1996.41530054645
182	#FF7958	16-21 1996.41530054645
183	#FF7452	16-22 1996.41530054645
184	#FF8362	16-23 1996.41530054645
185	#FF8C6D	16-24 1996.41530054645
186	#FFB39B	16-3 1996.41530054645
187	#FFB69E	16-4 1996.41530054645
188	#FFB8A1	16-5 1996.41530054645
189	#FFAA90	16-6 1996.41530054645
190	#FFA287	16-7 1996.41530054645
191	#FFA58A	16-8 1996.41530054645
192	#FFB39B	16-9 1996.41530054645
193	#FFB39B	17-1 1996.41530054645
194	#FFAC93	17-10 1996.41530054645
195	#FFB39B	17-11 1996.41530054645
196	#FFAA90	17-12 1996.41530054645
197	#FF997B	17-13 1996.41530054645
198	#FF8565	17-14 1996.41530054645
199	#FF7755	17-15 1996.41530054645
200	#FF7755	17-16 1996.41530054645
201	#FF7C5B	17-17 1996.41530054645
202	#FF7250	17-18 1996.41530054645
203	#FF6F4D	17-19 1996.41530054645
204	#FFB69E	17-2 1996.41530054645
205	#FF7958	17-20 1996.41530054645
206	#FF7C5B	17-21 1996.41530054645
207	#FF8362	17-22 1996.41530054645
208	#FF8362	17-23 1996.41530054645
209	#FF7E5D	17-24 1996.41530054645
210	#FFB69E	17-3 1996.41530054645
211	#FFC2AE	17-4 1996.41530054645
212	#FFAA90	17-5 1996.41530054645
213	#FFA084	17-6 1996.41530054645
214	#FF9678	17-7 1996.41530054645
215	#FF9D81	17-8 1996.41530054645
216	#FFA88D	17-9 1996.41530054645
217	#FFBDA8	18-1 1996.41530054645
218	#FFA88D	18-10 1996.41530054645
219	#FFA084	18-11 1996.41530054645
220	#FFAC93	18-12 1996.41530054645
221	#FF9B7E	18-13 1996.41530054645
222	#FF7250	18-14 1996.41530054645
223	#FF7755	18-15 1996.41530054645
224	#FF7755	18-16 1996.41530054645
225	#FF8362	18-17 1996.41530054645
226	#FF7755	18-18 1996.41530054645
227	#FF7452	18-19 1996.41530054645
228	#FFB8A1	18-2 1996.41530054645
229	#FF7E5D	18-20 1996.41530054645
230	#FF8362	18-21 1996.41530054645
231	#FF8C6D	18-22 1996.41530054645
232	#FF8A6B	18-23 1996.41530054645
233	#FF7E5D	18-24 1996.41530054645
234	#FFBBA5	18-3 1996.41530054645
235	#FFCAB8	18-4 1996.41530054645
236	#FFA287	18-5 1996.41530054645
237	#FF997B	18-6 1996.41530054645
238	#FF997B	18-7 1996.41530054645
239	#FFA084	18-8 1996.41530054645
240	#FFA58A	18-9 1996.41530054645
241	#FFC7B5	19-1 1996.41530054645
242	#FFA287	19-10 1996.41530054645
243	#FFA084	19-11 1996.41530054645
244	#FFA084	19-12 1996.41530054645
245	#FFA287	19-13 1996.41530054645
246	#FF8362	19-14 1996.41530054645
247	#FF7452	19-15 1996.41530054645
248	#FF7755	19-16 1996.41530054645
249	#FF7E5D	19-17 1996.41530054645
250	#FF7C5B	19-18 1996.41530054645
251	#FF7E5D	19-19 1996.41530054645
252	#FFE0D6	19-2 1996.41530054645
253	#FF8362	19-20 1996.41530054645
254	#FF8362	19-21 1996.41530054645
255	#FF8868	19-22 1996.41530054645
256	#FF8F70	19-23 1996.41530054645
257	#FF7E5D	19-24 1996.41530054645
258	#FFD1C1	19-3 1996.41530054645
259	#FFAE95	19-4 1996.41530054645
260	#FF997B	19-5 1996.41530054645
261	#FF9B7E	19-6 1996.41530054645
